plant,year,month,fin_material_id,depth,material,release_type,production_type,production_quantity,component,component_release_type,component_production_type,component_quantity
RLT_14,2024,6,10003,0,10003,FIN,8002,922.00,50003,PROD,8002.0,922.00
RLT_14,2024,6,10003,1,50003,PROD,8002,746.00,80073,PROD,8007.0,856.00
RLT_14,2024,6,10003,1,50003,PROD,8002,746.00,90015,ADD,,49.00
RLT_14,2024,6,10003,1,50003,PROD,8002,746.00,90016,ADD,,21.00
RLT_14,2024,6,10003,2,80073,PROD,8007,880.00,80013,PROD,8001.0,"3,451.00"
RLT_14,2024,6,10003,2,80073,PROD,8007,880.00,90017,ADD,,29.00
RLT_14,2024,6,10003,2,80073,PROD,8007,880.00,90018,ADD,,10.00
RLT_14,2024,6,10003,3,80013,PROD,8001,"1,783.00",80003,PROD,8000.0,"1,895.00"
RLT_14,2024,6,10003,3,80013,PROD,8001,"1,783.00",90019,ADD,,90.00
RLT_14,2024,6,10003,4,80003,PROD,8000,"1,852.00",70003,RM,,"2,384.00"
RLT_14,2024,6,10003,4,80003,PROD,8000,"1,852.00",90020,ADD,,71.00
RLT_14,2024,6,10004,0,10004,FIN,8002,922.00,50004,PROD,8002.0,922.00
RLT_14,2024,6,10004,1,50004,PROD,8002,746.00,80074,PROD,8007.0,856.00
RLT_14,2024,6,10004,1,50004,PROD,8002,746.00,90020,ADD,,49.00
RLT_14,2024,6,10004,1,50004,PROD,8002,746.00,90021,ADD,,21.00
RLT_14,2024,6,10004,2,80074,PROD,8007,880.00,80014,PROD,8001.0,"3,451.00"
RLT_14,2024,6,10004,2,80074,PROD,8007,880.00,90022,ADD,,29.00
RLT_14,2024,6,10004,2,80074,PROD,8007,880.00,90023,ADD,,10.00
RLT_14,2024,6,10004,3,80014,PROD,8001,"1,783.00",80004,PROD,8000.0,"1,895.00"
RLT_14,2024,6,10004,3,80014,PROD,8001,"1,783.00",90024,ADD,,90.00
RLT_14,2024,6,10004,4,80004,PROD,8000,"1,852.00",70004,RM,,"2,384.00"
RLT_14,2024,6,10004,4,80004,PROD,8000,"1,852.00",90025,ADD,,71.00
RLT_14,2024,6,10005,0,10005,FIN,8002,901.00,50005,PROD,8002.0,901.00
RLT_14,2024,6,10005,1,50005,PROD,8002,764.00,80075,PROD,8007.0,984.00
RLT_14,2024,6,10005,1,50005,PROD,8002,764.00,90025,ADD,,45.00
RLT_14,2024,6,10005,1,50005,PROD,8002,764.00,90026,ADD,,20.00
RLT_14,2024,6,10005,2,80075,PROD,8007,988.00,80015,PROD,8001.0,"3,803.00"
RLT_14,2024,6,10005,2,80075,PROD,8007,988.00,90027,ADD,,32.00
RLT_14,2024,6,10005,2,80075,PROD,8007,988.00,90028,ADD,,11.00
RLT_14,2024,6,10005,3,80015,PROD,8001,"1,772.00",80005,PROD,8000.0,"2,364.00"
RLT_14,2024,6,10005,3,80015,PROD,8001,"1,772.00",90029,ADD,,98.00
RLT_14,2024,6,10005,4,80005,PROD,8000,"2,185.00",70005,RM,,"2,117.00"
RLT_14,2024,6,10005,4,80005,PROD,8000,"2,185.00",90030,ADD,,68.00
RLT_14,2024,6,10006,0,10006,FIN,8002,935.00,50006,PROD,8002.0,935.00
RLT_14,2024,6,10006,1,50006,PROD,8002,758.00,80076,PROD,8007.0,"1,059.00"
RLT_14,2024,6,10006,1,50006,PROD,8002,758.00,90030,ADD,,54.00
RLT_14,2024,6,10006,1,50006,PROD,8002,758.00,90031,ADD,,20.00
RLT_14,2024,6,10006,2,80076,PROD,8007,969.00,80016,PROD,8001.0,"4,276.00"
RLT_14,2024,6,10006,2,80076,PROD,8007,969.00,90032,ADD,,28.00
RLT_14,2024,6,10006,2,80076,PROD,8007,969.00,90033,ADD,,10.00
RLT_14,2024,6,10006,3,80016,PROD,8001,"1,979.00",80006,PROD,8000.0,"1,944.00"
RLT_14,2024,6,10006,3,80016,PROD,8001,"1,979.00",90034,ADD,,109.00
RLT_14,2024,6,10006,4,80006,PROD,8000,"1,911.00",70006,RM,,"2,787.00"
RLT_14,2024,6,10006,4,80006,PROD,8000,"1,911.00",90035,ADD,,72.00
RLT_14,2024,6,10009,0,10009,FIN,8002,901.00,50009,PROD,8002.0,901.00
RLT_14,2024,6,10009,1,50009,PROD,8002,764.00,80079,PROD,8007.0,984.00
RLT_14,2024,6,10009,1,50009,PROD,8002,764.00,90045,ADD,,45.00
RLT_14,2024,6,10009,1,50009,PROD,8002,764.00,90046,ADD,,20.00
RLT_14,2024,6,10009,2,80079,PROD,8007,988.00,80019,PROD,8001.0,"3,803.00"
RLT_14,2024,6,10009,2,80079,PROD,8007,988.00,90047,ADD,,32.00
RLT_14,2024,6,10009,2,80079,PROD,8007,988.00,90048,ADD,,11.00
RLT_14,2024,6,10009,3,80019,PROD,8001,"1,772.00",80009,PROD,8000.0,"2,364.00"
RLT_14,2024,6,10009,3,80019,PROD,8001,"1,772.00",90049,ADD,,98.00
RLT_14,2024,6,10009,4,80009,PROD,8000,"2,185.00",70009,RM,,"2,117.00"
RLT_14,2024,6,10009,4,80009,PROD,8000,"2,185.00",90050,ADD,,68.00
RLT_14,2024,7,10002,0,10002,FIN,8002,973.00,50002,PROD,8002.0,973.00
RLT_14,2024,7,10002,1,50002,PROD,8002,798.00,80072,PROD,8007.0,867.00
RLT_14,2024,7,10002,1,50002,PROD,8002,798.00,90010,ADD,,51.00
RLT_14,2024,7,10002,1,50002,PROD,8002,798.00,90011,ADD,,20.00
RLT_14,2024,7,10002,2,80072,PROD,8007,855.00,80012,PROD,8001.0,"3,921.00"
RLT_14,2024,7,10002,2,80072,PROD,8007,855.00,90012,ADD,,29.00
RLT_14,2024,7,10002,2,80072,PROD,8007,855.00,90013,ADD,,9.00
RLT_14,2024,7,10002,3,80012,PROD,8001,"1,964.00",80002,PROD,8000.0,"1,943.00"
RLT_14,2024,7,10002,3,80012,PROD,8001,"1,964.00",90014,ADD,,94.00
RLT_14,2024,7,10002,4,80002,PROD,8000,"1,865.00",70002,RM,,"2,936.00"
RLT_14,2024,7,10002,4,80002,PROD,8000,"1,865.00",90015,ADD,,73.00
RLT_14,2024,7,10003,0,10003,FIN,8002,"1,037.00",50003,PROD,8002.0,"1,037.00"
RLT_14,2024,7,10003,1,50003,PROD,8002,859.00,80073,PROD,8007.0,856.00
RLT_14,2024,7,10003,1,50003,PROD,8002,859.00,90015,ADD,,47.00
RLT_14,2024,7,10003,1,50003,PROD,8002,859.00,90016,ADD,,20.00
RLT_14,2024,7,10003,2,80073,PROD,8007,814.00,80013,PROD,8001.0,"3,696.00"
RLT_14,2024,7,10003,2,80073,PROD,8007,814.00,90017,ADD,,33.00
RLT_14,2024,7,10003,2,80073,PROD,8007,814.00,90018,ADD,,11.00
RLT_14,2024,7,10003,3,80013,PROD,8001,"1,821.00",80003,PROD,8000.0,"1,884.00"
RLT_14,2024,7,10003,3,80013,PROD,8001,"1,821.00",90019,ADD,,96.00
RLT_14,2024,7,10003,4,80003,PROD,8000,"2,083.00",70003,RM,,"2,153.00"
RLT_14,2024,7,10003,4,80003,PROD,8000,"2,083.00",90020,ADD,,66.00
RLT_14,2024,7,10004,0,10004,FIN,8002,"1,037.00",50004,PROD,8002.0,"1,037.00"
RLT_14,2024,7,10004,1,50004,PROD,8002,859.00,80074,PROD,8007.0,856.00
RLT_14,2024,7,10004,1,50004,PROD,8002,859.00,90020,ADD,,47.00
RLT_14,2024,7,10004,1,50004,PROD,8002,859.00,90021,ADD,,20.00
RLT_14,2024,7,10004,2,80074,PROD,8007,814.00,80014,PROD,8001.0,"3,696.00"
RLT_14,2024,7,10004,2,80074,PROD,8007,814.00,90022,ADD,,33.00
RLT_14,2024,7,10004,2,80074,PROD,8007,814.00,90023,ADD,,11.00
RLT_14,2024,7,10004,3,80014,PROD,8001,"1,821.00",80004,PROD,8000.0,"1,884.00"
RLT_14,2024,7,10004,3,80014,PROD,8001,"1,821.00",90024,ADD,,96.00
RLT_14,2024,7,10004,4,80004,PROD,8000,"2,083.00",70004,RM,,"2,153.00"
RLT_14,2024,7,10004,4,80004,PROD,8000,"2,083.00",90025,ADD,,66.00
RLT_14,2024,7,10005,0,10005,FIN,8002,"1,054.00",50005,PROD,8002.0,"1,054.00"
RLT_14,2024,7,10005,1,50005,PROD,8002,764.00,80075,PROD,8007.0,803.00
RLT_14,2024,7,10005,1,50005,PROD,8002,764.00,90025,ADD,,49.00
RLT_14,2024,7,10005,1,50005,PROD,8002,764.00,90026,ADD,,20.00
RLT_14,2024,7,10005,2,80075,PROD,8007,870.00,80015,PROD,8001.0,"3,842.00"
RLT_14,2024,7,10005,2,80075,PROD,8007,870.00,90027,ADD,,32.00
RLT_14,2024,7,10005,2,80075,PROD,8007,870.00,90028,ADD,,10.00
RLT_14,2024,7,10005,3,80015,PROD,8001,"1,773.00",80005,PROD,8000.0,"2,033.00"
RLT_14,2024,7,10005,3,80015,PROD,8001,"1,773.00",90029,ADD,,94.00
RLT_14,2024,7,10005,4,80005,PROD,8000,"1,944.00",70005,RM,,"2,641.00"
RLT_14,2024,7,10005,4,80005,PROD,8000,"1,944.00",90030,ADD,,75.00
RLT_14,2024,7,10006,0,10006,FIN,8002,973.00,50006,PROD,8002.0,973.00
RLT_14,2024,7,10006,1,50006,PROD,8002,798.00,80076,PROD,8007.0,867.00
RLT_14,2024,7,10006,1,50006,PROD,8002,798.00,90030,ADD,,51.00
RLT_14,2024,7,10006,1,50006,PROD,8002,798.00,90031,ADD,,20.00
RLT_14,2024,7,10006,2,80076,PROD,8007,855.00,80016,PROD,8001.0,"3,921.00"
RLT_14,2024,7,10006,2,80076,PROD,8007,855.00,90032,ADD,,29.00
RLT_14,2024,7,10006,2,80076,PROD,8007,855.00,90033,ADD,,9.00
RLT_14,2024,7,10006,3,80016,PROD,8001,"1,964.00",80006,PROD,8000.0,"1,943.00"
RLT_14,2024,7,10006,3,80016,PROD,8001,"1,964.00",90034,ADD,,94.00
RLT_14,2024,7,10006,4,80006,PROD,8000,"1,865.00",70006,RM,,"2,936.00"
RLT_14,2024,7,10006,4,80006,PROD,8000,"1,865.00",90035,ADD,,73.00
RLT_14,2024,7,10009,0,10009,FIN,8002,"1,054.00",50009,PROD,8002.0,"1,054.00"
RLT_14,2024,7,10009,1,50009,PROD,8002,764.00,80079,PROD,8007.0,803.00
RLT_14,2024,7,10009,1,50009,PROD,8002,764.00,90045,ADD,,49.00
RLT_14,2024,7,10009,1,50009,PROD,8002,764.00,90046,ADD,,20.00
RLT_14,2024,7,10009,2,80079,PROD,8007,870.00,80019,PROD,8001.0,"3,842.00"
RLT_14,2024,7,10009,2,80079,PROD,8007,870.00,90047,ADD,,32.00
RLT_14,2024,7,10009,2,80079,PROD,8007,870.00,90048,ADD,,10.00
RLT_14,2024,7,10009,3,80019,PROD,8001,"1,773.00",80009,PROD,8000.0,"2,033.00"
RLT_14,2024,7,10009,3,80019,PROD,8001,"1,773.00",90049,ADD,,94.00
RLT_14,2024,7,10009,4,80009,PROD,8000,"1,944.00",70009,RM,,"2,641.00"
RLT_14,2024,7,10009,4,80009,PROD,8000,"1,944.00",90050,ADD,,75.00
RLT_14,2024,8,10002,0,10002,FIN,8002,"1,034.00",50002,PROD,8002.0,"1,034.00"
RLT_14,2024,8,10002,1,50002,PROD,8002,844.00,80072,PROD,8007.0,868.00
RLT_14,2024,8,10002,1,50002,PROD,8002,844.00,90010,ADD,,46.00
RLT_14,2024,8,10002,1,50002,PROD,8002,844.00,90011,ADD,,22.00
RLT_14,2024,8,10002,2,80072,PROD,8007,830.00,80012,PROD,8001.0,"3,186.00"
RLT_14,2024,8,10002,2,80072,PROD,8007,830.00,90012,ADD,,29.00
RLT_14,2024,8,10002,2,80072,PROD,8007,830.00,90013,ADD,,10.00
RLT_14,2024,8,10002,3,80012,PROD,8001,"1,725.00",80002,PROD,8000.0,"1,904.00"
RLT_14,2024,8,10002,3,80012,PROD,8001,"1,725.00",90014,ADD,,100.00
RLT_14,2024,8,10002,4,80002,PROD,8000,"1,941.00",70002,RM,,"2,655.00"
RLT_14,2024,8,10002,4,80002,PROD,8000,"1,941.00",90015,ADD,,64.00
RLT_14,2024,8,10003,0,10003,FIN,8002,994.00,50003,PROD,8002.0,994.00
RLT_14,2024,8,10003,1,50003,PROD,8002,751.00,80073,PROD,8007.0,953.00
RLT_14,2024,8,10003,1,50003,PROD,8002,751.00,90015,ADD,,55.00
RLT_14,2024,8,10003,1,50003,PROD,8002,751.00,90016,ADD,,21.00
RLT_14,2024,8,10003,2,80073,PROD,8007,986.00,80013,PROD,8001.0,"3,886.00"
RLT_14,2024,8,10003,2,80073,PROD,8007,986.00,90017,ADD,,31.00
RLT_14,2024,8,10003,2,80073,PROD,8007,986.00,90018,ADD,,10.00
RLT_14,2024,8,10003,3,80013,PROD,8001,"1,828.00",80003,PROD,8000.0,"2,323.00"
RLT_14,2024,8,10003,3,80013,PROD,8001,"1,828.00",90019,ADD,,107.00
RLT_14,2024,8,10003,4,80003,PROD,8000,"2,041.00",70003,RM,,"2,420.00"
RLT_14,2024,8,10003,4,80003,PROD,8000,"2,041.00",90020,ADD,,68.00
RLT_14,2024,8,10004,0,10004,FIN,8002,994.00,50004,PROD,8002.0,994.00
RLT_14,2024,8,10004,1,50004,PROD,8002,751.00,80074,PROD,8007.0,953.00
RLT_14,2024,8,10004,1,50004,PROD,8002,751.00,90020,ADD,,55.00
RLT_14,2024,8,10004,1,50004,PROD,8002,751.00,90021,ADD,,21.00
RLT_14,2024,8,10004,2,80074,PROD,8007,986.00,80014,PROD,8001.0,"3,886.00"
RLT_14,2024,8,10004,2,80074,PROD,8007,986.00,90022,ADD,,31.00
RLT_14,2024,8,10004,2,80074,PROD,8007,986.00,90023,ADD,,10.00
RLT_14,2024,8,10004,3,80014,PROD,8001,"1,828.00",80004,PROD,8000.0,"2,323.00"
RLT_14,2024,8,10004,3,80014,PROD,8001,"1,828.00",90024,ADD,,107.00
RLT_14,2024,8,10004,4,80004,PROD,8000,"2,041.00",70004,RM,,"2,420.00"
RLT_14,2024,8,10004,4,80004,PROD,8000,"2,041.00",90025,ADD,,68.00
RLT_14,2024,8,10005,0,10005,FIN,8002,"1,044.00",50005,PROD,8002.0,"1,044.00"
RLT_14,2024,8,10005,1,50005,PROD,8002,747.00,80075,PROD,8007.0,942.00
RLT_14,2024,8,10005,1,50005,PROD,8002,747.00,90025,ADD,,47.00
RLT_14,2024,8,10005,1,50005,PROD,8002,747.00,90026,ADD,,19.00
RLT_14,2024,8,10005,2,80075,PROD,8007,977.00,80015,PROD,8001.0,"3,835.00"
RLT_14,2024,8,10005,2,80075,PROD,8007,977.00,90027,ADD,,29.00
RLT_14,2024,8,10005,2,80075,PROD,8007,977.00,90028,ADD,,10.00
RLT_14,2024,8,10005,3,80015,PROD,8001,"1,922.00",80005,PROD,8000.0,"1,928.00"
RLT_14,2024,8,10005,3,80015,PROD,8001,"1,922.00",90029,ADD,,99.00
RLT_14,2024,8,10005,4,80005,PROD,8000,"1,931.00",70005,RM,,"2,797.00"
RLT_14,2024,8,10005,4,80005,PROD,8000,"1,931.00",90030,ADD,,68.00
RLT_14,2024,8,10006,0,10006,FIN,8002,"1,034.00",50006,PROD,8002.0,"1,034.00"
RLT_14,2024,8,10006,1,50006,PROD,8002,844.00,80076,PROD,8007.0,868.00
RLT_14,2024,8,10006,1,50006,PROD,8002,844.00,90030,ADD,,46.00
RLT_14,2024,8,10006,1,50006,PROD,8002,844.00,90031,ADD,,22.00
RLT_14,2024,8,10006,2,80076,PROD,8007,830.00,80016,PROD,8001.0,"3,186.00"
RLT_14,2024,8,10006,2,80076,PROD,8007,830.00,90032,ADD,,29.00
RLT_14,2024,8,10006,2,80076,PROD,8007,830.00,90033,ADD,,10.00
RLT_14,2024,8,10006,3,80016,PROD,8001,"1,725.00",80006,PROD,8000.0,"1,904.00"
RLT_14,2024,8,10006,3,80016,PROD,8001,"1,725.00",90034,ADD,,100.00
RLT_14,2024,8,10006,4,80006,PROD,8000,"1,941.00",70006,RM,,"2,655.00"
RLT_14,2024,8,10006,4,80006,PROD,8000,"1,941.00",90035,ADD,,64.00
RLT_14,2024,8,10009,0,10009,FIN,8002,"1,044.00",50009,PROD,8002.0,"1,044.00"
RLT_14,2024,8,10009,1,50009,PROD,8002,747.00,80079,PROD,8007.0,942.00
RLT_14,2024,8,10009,1,50009,PROD,8002,747.00,90045,ADD,,47.00
RLT_14,2024,8,10009,1,50009,PROD,8002,747.00,90046,ADD,,19.00
RLT_14,2024,8,10009,2,80079,PROD,8007,977.00,80019,PROD,8001.0,"3,835.00"
RLT_14,2024,8,10009,2,80079,PROD,8007,977.00,90047,ADD,,29.00
RLT_14,2024,8,10009,2,80079,PROD,8007,977.00,90048,ADD,,10.00
RLT_14,2024,8,10009,3,80019,PROD,8001,"1,922.00",80009,PROD,8000.0,"1,928.00"
RLT_14,2024,8,10009,3,80019,PROD,8001,"1,922.00",90049,ADD,,99.00
RLT_14,2024,8,10009,4,80009,PROD,8000,"1,931.00",70009,RM,,"2,797.00"
RLT_14,2024,8,10009,4,80009,PROD,8000,"1,931.00",90050,ADD,,68.00
RLT_14,2024,9,10002,0,10002,FIN,8002,"1,040.00",50002,PROD,8002.0,"1,040.00"
RLT_14,2024,9,10002,1,50002,PROD,8002,720.00,80072,PROD,8007.0,982.00
RLT_14,2024,9,10002,1,50002,PROD,8002,720.00,90010,ADD,,52.00
RLT_14,2024,9,10002,1,50002,PROD,8002,720.00,90011,ADD,,21.00
RLT_14,2024,9,10002,2,80072,PROD,8007,977.00,80012,PROD,8001.0,"3,226.00"
RLT_14,2024,9,10002,2,80072,PROD,8007,977.00,90012,ADD,,29.00
RLT_14,2024,9,10002,2,80072,PROD,8007,977.00,90013,ADD,,9.00
RLT_14,2024,9,10002,3,80012,PROD,8001,"1,679.00",80002,PROD,8000.0,"1,910.00"
RLT_14,2024,9,10002,3,80012,PROD,8001,"1,679.00",90014,ADD,,91.00
RLT_14,2024,9,10002,4,80002,PROD,8000,"1,924.00",70002,RM,,"2,434.00"
RLT_14,2024,9,10002,4,80002,PROD,8000,"1,924.00",90015,ADD,,71.00
RLT_14,2024,9,10003,0,10003,FIN,8002,"1,040.00",50003,PROD,8002.0,"1,040.00"
RLT_14,2024,9,10003,1,50003,PROD,8002,720.00,80073,PROD,8007.0,982.00
RLT_14,2024,9,10003,1,50003,PROD,8002,720.00,90015,ADD,,52.00
RLT_14,2024,9,10003,1,50003,PROD,8002,720.00,90016,ADD,,21.00
RLT_14,2024,9,10003,2,80073,PROD,8007,977.00,80013,PROD,8001.0,"3,226.00"
RLT_14,2024,9,10003,2,80073,PROD,8007,977.00,90017,ADD,,29.00
RLT_14,2024,9,10003,2,80073,PROD,8007,977.00,90018,ADD,,9.00
RLT_14,2024,9,10003,3,80013,PROD,8001,"1,679.00",80003,PROD,8000.0,"1,910.00"
RLT_14,2024,9,10003,3,80013,PROD,8001,"1,679.00",90019,ADD,,91.00
RLT_14,2024,9,10003,4,80003,PROD,8000,"1,924.00",70003,RM,,"2,434.00"
RLT_14,2024,9,10003,4,80003,PROD,8000,"1,924.00",90020,ADD,,71.00
RLT_14,2024,9,10004,0,10004,FIN,8002,"1,040.00",50004,PROD,8002.0,"1,040.00"
RLT_14,2024,9,10004,1,50004,PROD,8002,720.00,80074,PROD,8007.0,982.00
RLT_14,2024,9,10004,1,50004,PROD,8002,720.00,90020,ADD,,52.00
RLT_14,2024,9,10004,1,50004,PROD,8002,720.00,90021,ADD,,21.00
RLT_14,2024,9,10004,2,80074,PROD,8007,977.00,80014,PROD,8001.0,"3,226.00"
RLT_14,2024,9,10004,2,80074,PROD,8007,977.00,90022,ADD,,29.00
RLT_14,2024,9,10004,2,80074,PROD,8007,977.00,90023,ADD,,9.00
RLT_14,2024,9,10004,3,80014,PROD,8001,"1,679.00",80004,PROD,8000.0,"1,910.00"
RLT_14,2024,9,10004,3,80014,PROD,8001,"1,679.00",90024,ADD,,91.00
RLT_14,2024,9,10004,4,80004,PROD,8000,"1,924.00",70004,RM,,"2,434.00"
RLT_14,2024,9,10004,4,80004,PROD,8000,"1,924.00",90025,ADD,,71.00
RLT_14,2024,9,10005,0,10005,FIN,8002,941.00,50005,PROD,8002.0,941.00
RLT_14,2024,9,10005,1,50005,PROD,8002,861.00,80075,PROD,8007.0,"1,018.00"
RLT_14,2024,9,10005,1,50005,PROD,8002,861.00,90025,ADD,,47.00
RLT_14,2024,9,10005,1,50005,PROD,8002,861.00,90026,ADD,,21.00
RLT_14,2024,9,10005,2,80075,PROD,8007,958.00,80015,PROD,8001.0,"3,219.00"
RLT_14,2024,9,10005,2,80075,PROD,8007,958.00,90027,ADD,,32.00
RLT_14,2024,9,10005,2,80075,PROD,8007,958.00,90028,ADD,,10.00
RLT_14,2024,9,10005,3,80015,PROD,8001,"1,707.00",80005,PROD,8000.0,"2,108.00"
RLT_14,2024,9,10005,3,80015,PROD,8001,"1,707.00",90029,ADD,,101.00
RLT_14,2024,9,10005,4,80005,PROD,8000,"1,950.00",70005,RM,,"2,429.00"
RLT_14,2024,9,10005,4,80005,PROD,8000,"1,950.00",90030,ADD,,66.00
RLT_14,2024,9,10006,0,10006,FIN,8002,"1,040.00",50006,PROD,8002.0,"1,040.00"
RLT_14,2024,9,10006,1,50006,PROD,8002,720.00,80076,PROD,8007.0,982.00
RLT_14,2024,9,10006,1,50006,PROD,8002,720.00,90030,ADD,,52.00
RLT_14,2024,9,10006,1,50006,PROD,8002,720.00,90031,ADD,,21.00
RLT_14,2024,9,10006,2,80076,PROD,8007,977.00,80016,PROD,8001.0,"3,226.00"
RLT_14,2024,9,10006,2,80076,PROD,8007,977.00,90032,ADD,,29.00
RLT_14,2024,9,10006,2,80076,PROD,8007,977.00,90033,ADD,,9.00
RLT_14,2024,9,10006,3,80016,PROD,8001,"1,679.00",80006,PROD,8000.0,"1,910.00"
RLT_14,2024,9,10006,3,80016,PROD,8001,"1,679.00",90034,ADD,,91.00
RLT_14,2024,9,10006,4,80006,PROD,8000,"1,924.00",70006,RM,,"2,434.00"
RLT_14,2024,9,10006,4,80006,PROD,8000,"1,924.00",90035,ADD,,71.00
RLT_14,2024,9,10009,0,10009,FIN,8002,941.00,50009,PROD,8002.0,941.00
RLT_14,2024,9,10009,1,50009,PROD,8002,861.00,80079,PROD,8007.0,"1,018.00"
RLT_14,2024,9,10009,1,50009,PROD,8002,861.00,90045,ADD,,47.00
RLT_14,2024,9,10009,1,50009,PROD,8002,861.00,90046,ADD,,21.00
RLT_14,2024,9,10009,2,80079,PROD,8007,958.00,80019,PROD,8001.0,"3,219.00"
RLT_14,2024,9,10009,2,80079,PROD,8007,958.00,90047,ADD,,32.00
RLT_14,2024,9,10009,2,80079,PROD,8007,958.00,90048,ADD,,10.00
RLT_14,2024,9,10009,3,80019,PROD,8001,"1,707.00",80009,PROD,8000.0,"2,108.00"
RLT_14,2024,9,10009,3,80019,PROD,8001,"1,707.00",90049,ADD,,101.00
RLT_14,2024,9,10009,4,80009,PROD,8000,"1,950.00",70009,RM,,"2,429.00"
RLT_14,2024,9,10009,4,80009,PROD,8000,"1,950.00",90050,ADD,,66.00
RLT_14,2024,10,10002,0,10002,FIN,8002,949.00,50002,PROD,8002.0,949.00
RLT_14,2024,10,10002,1,50002,PROD,8002,745.00,80072,PROD,8007.0,820.00
RLT_14,2024,10,10002,1,50002,PROD,8002,745.00,90010,ADD,,48.00
RLT_14,2024,10,10002,1,50002,PROD,8002,745.00,90011,ADD,,22.00
RLT_14,2024,10,10002,2,80072,PROD,8007,895.00,80012,PROD,8001.0,"3,258.00"
RLT_14,2024,10,10002,2,80072,PROD,8007,895.00,90012,ADD,,27.00
RLT_14,2024,10,10002,2,80072,PROD,8007,895.00,90013,ADD,,11.00
RLT_14,2024,10,10002,3,80012,PROD,8001,"1,686.00",80002,PROD,8000.0,"1,847.00"
RLT_14,2024,10,10002,3,80012,PROD,8001,"1,686.00",90014,ADD,,103.00
RLT_14,2024,10,10002,4,80002,PROD,8000,"1,972.00",70002,RM,,"2,550.00"
RLT_14,2024,10,10002,4,80002,PROD,8000,"1,972.00",90015,ADD,,64.00
RLT_14,2024,10,10003,0,10003,FIN,8002,949.00,50003,PROD,8002.0,949.00
RLT_14,2024,10,10003,1,50003,PROD,8002,745.00,80073,PROD,8007.0,820.00
RLT_14,2024,10,10003,1,50003,PROD,8002,745.00,90015,ADD,,48.00
RLT_14,2024,10,10003,1,50003,PROD,8002,745.00,90016,ADD,,22.00
RLT_14,2024,10,10003,2,80073,PROD,8007,895.00,80013,PROD,8001.0,"3,258.00"
RLT_14,2024,10,10003,2,80073,PROD,8007,895.00,90017,ADD,,27.00
RLT_14,2024,10,10003,2,80073,PROD,8007,895.00,90018,ADD,,11.00
RLT_14,2024,10,10003,3,80013,PROD,8001,"1,686.00",80003,PROD,8000.0,"1,847.00"
RLT_14,2024,10,10003,3,80013,PROD,8001,"1,686.00",90019,ADD,,103.00
RLT_14,2024,10,10003,4,80003,PROD,8000,"1,972.00",70003,RM,,"2,550.00"
RLT_14,2024,10,10003,4,80003,PROD,8000,"1,972.00",90020,ADD,,64.00
RLT_14,2024,10,10004,0,10004,FIN,8002,949.00,50004,PROD,8002.0,949.00
RLT_14,2024,10,10004,1,50004,PROD,8002,745.00,80074,PROD,8007.0,820.00
RLT_14,2024,10,10004,1,50004,PROD,8002,745.00,90020,ADD,,48.00
RLT_14,2024,10,10004,1,50004,PROD,8002,745.00,90021,ADD,,22.00
RLT_14,2024,10,10004,2,80074,PROD,8007,895.00,80014,PROD,8001.0,"3,258.00"
RLT_14,2024,10,10004,2,80074,PROD,8007,895.00,90022,ADD,,27.00
RLT_14,2024,10,10004,2,80074,PROD,8007,895.00,90023,ADD,,11.00
RLT_14,2024,10,10004,3,80014,PROD,8001,"1,686.00",80004,PROD,8000.0,"1,847.00"
RLT_14,2024,10,10004,3,80014,PROD,8001,"1,686.00",90024,ADD,,103.00
RLT_14,2024,10,10004,4,80004,PROD,8000,"1,972.00",70004,RM,,"2,550.00"
RLT_14,2024,10,10004,4,80004,PROD,8000,"1,972.00",90025,ADD,,64.00
RLT_14,2024,10,10005,0,10005,FIN,8002,"1,049.00",50005,PROD,8002.0,"1,049.00"
RLT_14,2024,10,10005,1,50005,PROD,8002,810.00,80075,PROD,8007.0,876.00
RLT_14,2024,10,10005,1,50005,PROD,8002,810.00,90025,ADD,,51.00
RLT_14,2024,10,10005,1,50005,PROD,8002,810.00,90026,ADD,,19.00
RLT_14,2024,10,10005,2,80075,PROD,8007,811.00,80015,PROD,8001.0,"3,890.00"
RLT_14,2024,10,10005,2,80075,PROD,8007,811.00,90027,ADD,,30.00
RLT_14,2024,10,10005,2,80075,PROD,8007,811.00,90028,ADD,,10.00
RLT_14,2024,10,10005,3,80015,PROD,8001,"1,895.00",80005,PROD,8000.0,"2,103.00"
RLT_14,2024,10,10005,3,80015,PROD,8001,"1,895.00",90029,ADD,,107.00
RLT_14,2024,10,10005,4,80005,PROD,8000,"2,045.00",70005,RM,,"2,287.00"
RLT_14,2024,10,10005,4,80005,PROD,8000,"2,045.00",90030,ADD,,67.00
RLT_14,2024,10,10006,0,10006,FIN,8002,949.00,50006,PROD,8002.0,949.00
RLT_14,2024,10,10006,1,50006,PROD,8002,745.00,80076,PROD,8007.0,820.00
RLT_14,2024,10,10006,1,50006,PROD,8002,745.00,90030,ADD,,48.00
RLT_14,2024,10,10006,1,50006,PROD,8002,745.00,90031,ADD,,22.00
RLT_14,2024,10,10006,2,80076,PROD,8007,895.00,80016,PROD,8001.0,"3,258.00"
RLT_14,2024,10,10006,2,80076,PROD,8007,895.00,90032,ADD,,27.00
RLT_14,2024,10,10006,2,80076,PROD,8007,895.00,90033,ADD,,11.00
